"","income","height","weight","age","marital","sex","education","afqt"
"3913",26000,67,153,49,"married","male",12,28.205
"3914",40000,73,225,52,"married","male",12,4.242
"3915",55000,62,106,50,"married","female",14,10.186
"3916",70000,71,250,52,"married","male",18,NA
"3917",26000,69,140,48,"divorced","male",12,34.301
"3918",26000,67,216,52,"separated","female",14,47.973
"3919",26000,67,181,49,"single","male",12,0
"3920",32000,63,218,48,"divorced","female",12,18.176
"3921",0,67,197,55,"married","male",12,3.039
"3922",16000,71,265,54,"divorced","male",12,8.282
"3923",31500,69,245,51,"married","male",16,51.958
"3924",0,65,212,50,"married","female",14,17.242
"3925",48000,73,225,48,"married","male",17,51.908
"3926",343830,69,195,54,"married","male",20,95.248
"3927",70000,62,160,52,"married","female",18,70.691
"3928",47000,70,240,49,"married","male",12,66.276
"3929",110000,62,135,47,"married","female",14,60.781
"3930",0,63,130,52,"divorced","female",16,45.766
"3931",0,70,140,51,"divorced","male",11,43.114
"3932",18000,74,250,48,"single","male",11,14.31
"3933",27000,72,212,48,"single","male",12,11.139
"3934",30000,67,240,48,"married","female",13,57.359
"3935",0,65,162,52,"single","female",16,57.191
"3936",22000,71,215,49,"divorced","male",12,15.565
"3937",0,74,155,48,"separated","male",12,11.829
"3938",40000,74,230,54,"divorced","male",12,2.358
"3939",45000,72,210,50,"married","male",12,8.54
"3940",52000,72,225,52,"divorced","male",12,NA
"3941",0,66,187,53,"widowed","male",12,NA
"3942",37000,66,150,51,"divorced","female",14,0.56
"3943",16000,65,200,50,"divorced","female",12,5.652
"3944",59000,74,210,54,"married","male",11,NA
"3945",0,72,150,51,"single","male",6,8.664
"3946",75000,64,168,49,"divorced","female",14,52.458
"3947",15000,64,230,49,"divorced","female",12,37.531
"3948",9000,63,175,48,"married","female",12,41.932
"3949",0,68,151,53,"married","female",13,87.143
"3950",0,70,150,56,"divorced","male",13,71.982
"3951",63000,75,250,55,"married","male",18,82.677
"3952",225,62,136,52,"divorced","female",14,56.276
"3953",35000,72,204,49,"married","male",13,66.907
"3954",0,63,160,52,"married","female",13,60.203
"3955",76000,71,230,51,"married","male",16,82.061
"3956",2000,65,140,55,"separated","female",14,52.113
"3957",343830,67,145,48,"divorced","female",16,84.949
"3958",0,70,155,52,"married","female",15,71.156
"3959",20000,73,182,54,"single","male",10,0.375
"3960",30000,71,150,51,"single","male",12,2.826
"3961",72000,76,210,54,"married","male",16,68.443
"3962",343830,73,170,55,"married","male",20,97.274
"3963",30000,70,200,56,"married","male",12,70.576
"3964",73000,65,185,55,"married","female",13,54.716
"3965",65000,62,121,50,"divorced","female",18,40.562
"3966",49820,72,165,49,"divorced","male",13,86.782
"3967",70000,64,120,55,"married","female",16,87.596
"3968",8000,62,220,53,"single","female",16,77.716
"3969",30000,70,175,54,"single","male",14,88.921
"3970",22000,70,145,53,"single","male",12,31.945
"3971",0,61,120,51,"divorced","female",11,3.828
"3972",0,62,100,49,"divorced","female",10,16.733
"3973",0,60,156,52,"married","female",6,5.319
"3974",65000,63,154,50,"married","female",13,87.858
"3975",70000,70,270,55,"widowed","female",19,76.766
"3976",0,65,180,53,"divorced","male",12,35.575
"3977",0,66,155,50,"divorced","male",12,58.345
"3978",89000,63,140,54,"married","female",18,48.816
"3979",0,68,168,53,"divorced","male",12,42.254
"3980",0,70,207,55,"married","male",13,42.212
"3981",48000,70,195,55,"separated","male",13,62.536
"3982",49000,70,205,54,"married","male",15,97.537
"3983",90000,68,190,52,"married","male",12,80.34
"3984",169000,62,130,49,"married","female",16,75.52
"3985",25000,69,150,54,"divorced","female",12,59.926
"3986",65000,72,220,51,"married","male",12,59.482
"3987",12918,69,205,52,"married","female",12,81.334
"3988",30000,64,200,52,"married","female",12,72.612
"3989",65000,63,155,55,"married","female",14,81.916
"3990",0,64,260,52,"divorced","female",12,NA
"3991",59000,66,200,52,"single","female",18,87.91
"3992",42000,71,235,48,"married","male",12,50.838
"3993",36000,67,260,50,"married","female",12,80.893
"3994",25265,62,NA,49,"married","female",11,64.357
"3995",42000,75,235,52,"married","male",12,33.268
"3996",0,66,160,50,"married","female",12,2.047
"3997",17000,62,130,50,"married","female",12,76.736
"3998",53000,71,181,51,"married","male",11,6.399
"3999",34000,60,154,53,"married","female",13,66.525
"4000",88000,65,185,53,"single","female",16,43.787
"4001",38000,72,227,53,"single","male",12,93.505
"4002",51000,59,250,51,"single","female",15,53.362
"4003",58000,68,204,49,"married","male",14,23.849
"4004",60000,65,240,52,"married","female",17,46.464
"4005",32000,63,207,54,"married","female",14,15.256
"4006",3000,62,210,51,"single","female",14,16.592
"4007",17680,68,226,52,"married","male",12,1.881
"4008",20000,61,164,48,"married","female",11,34.786
"4009",53000,69,175,50,"separated","male",13,27.209
"4010",53000,73,220,51,"married","male",12,63.781
"4011",52000,61,130,55,"married","female",16,13.41
"4012",15000,63,203,53,"single","female",13,26.336
"4013",25000,70,210,49,"divorced","male",11,33.51
"4014",70000,64,280,48,"divorced","female",18,50.725
"4015",28000,70,270,50,"single","male",11,21.42
"4016",35000,70,280,54,"married","male",12,19.578
"4017",60000,66,190,55,"married","male",12,7.667
"4018",1900,62,176,50,"married","male",9,9.453
"4019",26000,70,155,55,"married","male",12,22.463
"4020",36000,71,186,52,"divorced","male",12,19.202
"4021",14000,60,140,51,"married","female",14,9.829
"4022",10000,68,150,50,"single","male",12,8.196
"4023",0,59,NA,49,"single","female",14,78.726
"4024",0,66,200,48,"separated","male",16,94.684
"4025",60000,63,200,52,"divorced","female",14,88.815
"4026",32000,65,157,51,"married","female",14,62.391
"4027",343830,69,160,49,"single","male",16,81.271
"4028",21000,62,230,48,"married","female",15,30.303
"4029",49000,64,195,51,"married","female",14,60.797
"4030",0,65,135,54,"married","female",13,10.958
"4031",30000,64,189,53,"married","female",13,4.616
"4032",0,60,160,50,"separated","female",11,11.973
"4033",1000,59,168,49,"divorced","female",13,NA
"4034",40000,71,180,52,"married","male",14,38.958
"4035",45000,67,190,48,"divorced","male",12,5.254
"4036",0,66,170,49,"divorced","male",11,6.197
"4037",28000,59,115,53,"divorced","female",11,20.899
"4038",27000,65,130,49,"single","female",12,10.067
"4039",0,65,175,51,"separated","female",12,4.397
"4040",45000,73,290,49,"married","male",13,NA
"4041",80000,72,185,54,"married","male",16,84.959
"4042",0,71,210,49,"single","male",16,33.312
"4043",71000,64,250,50,"single","female",20,89.495
"4044",22000,61,130,54,"married","female",12,11.528
"4045",0,67,140,51,"single","male",12,2.911
"4046",9100,66,137,49,"married","male",11,6.58
"4047",0,59,210,52,"married","female",14,76.667
"4048",0,63,200,54,"married","female",8,2.188
"4049",10000,64,180,51,"single","female",16,29.937
"4050",0,63,220,50,"married","female",12,15.353
"4051",4500,64,110,48,"married","female",12,46.969
"4052",0,69,210,55,"divorced","male",12,36.101
"4053",0,60,130,54,"married","female",12,36.975
"4054",3000,68,132,51,"married","female",14,43.411
"4055",22000,66,220,52,"divorced","female",11,10.883
"4056",30000,63,250,54,"divorced","female",12,23.86
"4057",0,63,180,51,"married","female",14,0.257
"4058",32000,68,150,52,"married","male",12,NA
"4059",21000,65,205,53,"married","female",14,20.382
"4060",25000,65,170,50,"divorced","female",13,70.163
"4061",15800,64,116,54,"married","female",9,0
"4062",23000,65,210,52,"single","male",5,0.258
"4063",37000,66,162,54,"married","male",13,46.142
"4064",0,63,140,55,"divorced","female",10,0
"4065",0,62,160,55,"married","female",6,0
"4066",0,68,200,52,"married","female",13,11.163
"4067",0,65,150,55,"married","female",14,70.1
"4068",15000,66,175,52,"single","male",12,6.617
"4069",40000,68,180,51,"divorced","male",12,30.122
"4070",46000,65,186,54,"divorced","female",12,17.362
"4071",18000,63,156,54,"single","female",15,8.121
"4072",32500,62,209,53,"single","female",14,12.609
"4073",31000,61,115,53,"divorced","female",20,61.091
"4074",40000,71,155,55,"married","male",12,11.769
"4075",52000,62,130,49,"married","female",14,43.362
"4076",45000,68,245,51,"single","female",12,63.687
"4077",20000,66,136,53,"divorced","male",11,10.094
"4078",0,63,230,53,"divorced","female",12,32.883
"4079",14000,60,135,53,"divorced","female",12,23.472
"4080",0,62,195,54,"divorced","female",11,5.281
"4081",73168,69,205,50,"married","male",12,37.727
"4082",15000,70,195,48,"single","male",12,54.21
"4083",30000,66,115,49,"divorced","female",12,17.499
"4084",25000,66,215,51,"married","male",12,42.707
"4085",0,69,148,53,"single","male",16,17.877
"4086",7000,70,145,50,"married","male",12,1.159
"4087",0,70,188,56,"single","male",12,NA
"4088",16000,61,155,55,"separated","female",12,2.001
"4089",35000,69,190,49,"single","male",16,87.66
"4090",45000,70,190,53,"divorced","male",16,53.332
"4091",50000,64,174,51,"separated","female",14,44.171
"4092",24000,66,260,49,"divorced","female",14,54.778
"4093",0,60,128,52,"married","female",9,20.165
"4094",80000,62,158,54,"married","female",18,79.526
"4095",65000,68,155,52,"single","male",14,66.117
"4096",100000,65,180,51,"married","male",15,3.189
"4097",27000,64,258,48,"single","female",12,18.583
"4098",65000,72,280,49,"divorced","male",16,33.757
"4099",55000,66,197,52,"married","male",12,1.859
"4100",40000,69,186,53,"married","male",12,32.978
"4101",75000,62,127,49,"married","female",16,66.081
"4102",0,61,175,49,"married","female",8,65.4
"4103",30000,69,185,54,"married","male",12,NA
"4104",54000,67,175,50,"married","female",12,65.245
"4105",12000,59,118,52,"married","female",14,68.233
"4106",26500,68,229,55,"widowed","male",12,16.221
"4107",60000,68,174,51,"divorced","male",14,31.801
"4108",22000,65,210,49,"married","male",12,14.034
"4109",58000,63,172,54,"married","male",12,51.499
"4110",23000,65,168,55,"widowed","female",3,0
"4111",38000,68,170,54,"married","male",12,35.074
"4112",41000,67,200,52,"divorced","male",12,14.844
"4113",8000,69,179,51,"married","male",12,2.447
"4114",62000,64,165,48,"married","male",12,31.523
"4115",40000,68,190,55,"married","male",12,2.639
"4116",27000,65,183,53,"married","female",12,27.786
"4117",0,66,200,51,"separated","female",12,38.113
"4118",38000,68,175,54,"widowed","female",14,26.436
"4119",0,71,250,51,"single","male",18,68.716
"4120",0,65,165,48,"single","female",12,84.647
"4121",25000,66,205,51,"single","female",12,4.711
"4122",83000,67,285,49,"divorced","female",12,43.28
"4123",82000,66,149,48,"separated","male",15,32.347
"4124",65000,63,105,50,"divorced","female",13,39.897
"4125",0,69,188,53,"married","female",16,18.631
"4126",0,69,222,49,"single","male",12,5.588
"4127",0,68,200,55,"married","male",2,1.881
"4128",15000,65,200,53,"single","female",16,7.658
"4129",69000,69,155,49,"divorced","male",14,34.919
"4130",34000,65,230,50,"divorced","female",13,22.402
"4131",15000,65,145,50,"married","female",14,24.056
"4132",20000,70,185,52,"married","male",12,28.605
"4133",0,68,140,55,"married","female",12,1.798
"4134",45000,62,163,52,"divorced","female",16,19.327
"4135",0,69,196,52,"married","male",12,10.206
"4136",0,64,262,51,"single","female",12,41.107
"4137",343830,68,265,49,"married","male",12,23.944
"4138",60000,74,160,48,"single","male",12,7.757
"4139",82800,62,150,54,"divorced","female",12,9.436
"4140",0,73,300,50,"divorced","male",11,0.664
"4141",30000,62,150,48,"single","female",12,41.347
"4142",0,76,247,51,"single","male",12,NA
"4143",53000,71,237,49,"married","female",12,39.478
"4144",0,57,149,49,"married","female",10,9.984
"4145",0,67,165,50,"separated","male",14,33.971
"4146",0,70,210,51,"single","male",12,14.437
"4147",0,63,172,50,"married","female",16,4.865
"4148",21000,70,260,52,"single","male",12,0.576
"4149",0,65,NA,48,"single","female",12,9.776
"4150",78000,70,174,53,"married","male",12,68.328
"4151",30000,62,140,50,"single","female",12,40.42
"4152",11000,71,215,48,"married","male",16,48.824
"4153",39202,69,240,53,"separated","female",15,11.601
"4154",0,65,155,51,"single","male",9,10.859
"4155",0,63,170,49,"single","female",12,12.701
"4156",60000,67,170,54,"single","male",10,9.303
"4157",0,60,170,56,"married","female",6,NA
"4158",0,63,201,55,"divorced","female",12,4.774
"4159",0,61,200,50,"widowed","female",10,0.36
"4160",24322,65,180,55,"married","female",18,20.907
"4161",0,62,150,48,"separated","female",13,25.123
"4162",0,63,94,48,"separated","female",10,13.943
"4163",45000,67,185,50,"single","male",12,13.211
"4164",10000,74,205,50,"married","male",12,4.472
"4165",48000,71,193,48,"married","male",12,3.494
"4166",35000,62,175,48,"single","female",11,4.767
"4167",18000,60,178,50,"married","female",12,28.34
"4168",31000,70,182,55,"married","male",11,0.259
"4169",0,68,169,52,"single","female",12,10.763
"4170",15000,70,173,49,"married","male",11,7.852
"4171",48000,66,185,53,"married","female",14,11.298
"4172",42000,71,180,53,"single","male",17,87.384
"4173",0,67,150,50,"divorced","female",12,68.681
"4174",12000,75,230,51,"separated","male",10,2.744
"4175",0,67,300,53,"single","female",14,33.147
"4176",32000,70,235,52,"married","male",13,72.71
"4177",76000,71,200,49,"single","male",18,NA
"4178",115000,65,165,51,"divorced","female",18,47.671
"4179",0,68,205,50,"married","female",15,60.003
"4180",56000,70,254,50,"divorced","female",12,37.75
"4181",60000,70,180,48,"single","male",12,43.102
"4182",115000,66,200,49,"married","male",16,50.484
"4183",48000,70,245,49,"single","male",14,60.282
"4184",0,62,120,51,"single","male",11,5.045
"4185",23000,62,190,53,"married","female",14,NA
"4186",0,65,130,50,"single","male",11,11.922
"4187",0,68,180,54,"single","male",10,3.013
"4188",15000,63,200,54,"single","female",14,22.809
"4189",0,63,160,53,"married","female",11,1.379
"4190",28000,72,190,53,"married","male",14,37.721
"4191",30000,61,150,50,"separated","female",12,1.88
"4192",5500,61,181,49,"divorced","female",14,37.38
"4193",42200,65,237,50,"divorced","female",12,1.105
"4194",23000,65,191,51,"widowed","female",12,6.998
"4195",3000,77,215,49,"single","male",11,20.797
"4196",23500,71,206,49,"divorced","male",16,72.948
"4197",0,71,165,51,"single","male",12,66.979
"4198",0,70,169,52,"single","male",9,NA
"4199",26000,59,200,48,"single","female",9,19.856
"4200",22000,67,185,51,"married","male",14,0.618
"4201",12000,77,215,49,"single","male",16,38.153
"4202",15000,71,160,48,"married","male",12,10.933
"4203",0,65,127,51,"divorced","female",16,52.981
"4204",0,70,350,53,"single","male",12,58.138
"4205",29976,62,155,49,"married","female",18,78.769
"4206",30000,60,135,54,"divorced","female",14,13.225
"4207",38840,71,175,52,"divorced","male",12,58.666
"4208",35000,71,205,53,"divorced","male",9,51.912
"4209",35000,64,254,48,"divorced","female",12,31.352
"4210",111000,64,172,51,"divorced","female",14,22.631
"4211",0,70,152,53,"separated","female",12,2.047
"4212",10000,69,240,51,"married","male",12,0.487
"4213",85000,70,315,52,"married","male",12,34.386
"4214",31000,65,234,50,"married","female",13,18.881
"4215",21000,69,200,52,"divorced","male",12,0.581
"4216",6895,62,175,51,"divorced","female",12,6.055
"4217",20000,63,130,54,"divorced","female",16,22.841
"4218",50000,71,190,52,"married","male",16,15.649
"4219",0,69,240,49,"divorced","female",11,12.85
"4220",0,75,245,48,"married","male",10,32.364
"4221",40000,62,297,49,"separated","female",17,26.346
"4222",22000,67,170,51,"divorced","female",12,27.539
"4223",13000,65,180,52,"divorced","female",12,8.842
"4224",38000,65,195,50,"single","female",20,30.832
"4225",0,60,140,50,"married","female",18,11.038
"4226",6000,71,205,53,"single","male",9,1.742
"4227",0,61,190,50,"married","female",9,0.755
"4228",17000,61,130,55,"divorced","female",13,5.388
"4229",57213,62,195,53,"divorced","female",18,28.135
"4230",40000,64,NA,52,"separated","female",15,19.887
"4231",24000,60,205,52,"divorced","female",14,42.207
"4232",60000,66,175,51,"married","male",17,43.074
"4233",0,68,158,52,"single","male",12,21.13
"4234",0,67,165,53,"single","male",12,14.38
"4235",0,70,215,51,"married","male",17,7.404
"4236",12000,61,150,52,"separated","female",14,12.057
"4237",52000,66,220,48,"married","male",14,44.062
"4238",42000,63,165,52,"divorced","female",12,19.501
"4239",53000,62,130,55,"divorced","female",12,25.517
"4240",50000,73,212,50,"single","male",12,6.275
"4241",80000,67,220,54,"married","female",18,70.647
"4242",24000,66,130,55,"single","female",10,7.029
"4243",56500,72,190,49,"single","male",15,57.788
"4244",52739,65,190,53,"widowed","female",12,47.291
"4245",0,68,270,52,"divorced","female",14,49.447
"4246",40000,72,210,49,"married","male",13,25.29
"4247",0,64,105,53,"single","female",12,34.588
"4248",50000,70,168,48,"single","male",12,0.347
"4249",12000,65,146,55,"widowed","female",14,26.367
"4250",0,73,220,53,"single","male",12,8.21
"4251",54000,65,194,53,"married","female",16,84.745
"4252",0,63,222,49,"single","female",12,6.165
"4253",0,62,210,53,"separated","female",11,2.348
"4254",0,71,200,49,"single","male",12,1.547
"4255",5000,68,185,50,"single","male",12,5.672
"4256",19000,73,230,48,"separated","male",12,8.469
"4257",4000,77,191,50,"single","male",11,5.078
"4258",0,66,150,50,"married","male",10,0.358
"4259",50000,63,149,52,"married","female",13,14.479
"4260",33000,73,240,55,"separated","male",14,13.471
"4261",42000,72,260,48,"married","male",15,11.293
"4262",41000,73,220,51,"married","male",14,32.8
"4263",80000,73,245,55,"married","male",16,62.015
"4264",0,62,180,54,"single","female",12,NA
"4265",25000,64,190,49,"married","female",13,NA
"4266",12000,71,235,52,"single","male",12,40.989
"4267",8000,69,195,53,"divorced","male",12,14.184
"4268",0,60,190,48,"married","female",12,0.779
"4269",343830,75,225,55,"married","male",16,99.403
"4270",0,66,156,51,"single","male",12,4.18
"4271",2000,67,165,53,"separated","male",12,0.582
"4272",9000,66,230,54,"divorced","female",16,7.976
"4273",0,64,221,55,"separated","female",15,NA
"4274",1000,62,120,49,"single","female",12,13.215
"4275",88000,67,227,54,"divorced","female",12,10.504
"4276",12000,66,200,53,"divorced","female",12,3.708
"4277",33000,62,177,50,"single","female",12,3.895
"4278",15000,68,287,54,"divorced","male",9,8.439
"4279",85000,72,160,51,"married","male",12,45.507
"4280",100000,73,233,49,"married","male",18,47.052
"4281",0,66,177,54,"separated","female",12,8.029
"4282",0,66,160,52,"divorced","male",14,9.536
"4283",40000,68,212,55,"single","male",12,2.807
"4284",109000,66,210,53,"divorced","female",14,79.113
"4285",45000,62,167,52,"divorced","female",16,26.291
"4286",31000,65,NA,53,"married","female",12,15.343
"4287",0,71,250,50,"divorced","male",11,22.575
"4288",0,70,220,49,"single","male",11,21.288
"4289",40000,67,160,48,"married","male",10,20.597
"4290",0,69,180,48,"divorced","male",12,17.165
"4291",45000,71,200,55,"divorced","male",12,22.608
"4292",0,71,160,53,"widowed","male",10,1.522
"4293",0,75,210,49,"separated","male",11,8.28
"4294",24471,76,242,51,"single","male",9,0.825
"4295",28000,71,200,51,"divorced","male",12,NA
"4296",25000,65,170,48,"divorced","female",12,NA
"4297",53427,60,105,51,"single","female",12,29.989
"4298",0,67,200,54,"single","male",12,20.379
"4299",32000,61,200,54,"single","female",11,13.5
"4300",0,64,289,53,"divorced","male",10,6.734
"4301",0,68,165,51,"single","male",11,24.876
"4302",55000,69,188,50,"married","female",12,60.817
"4303",0,65,175,53,"divorced","female",12,41.861
"4304",0,62,91,53,"divorced","female",12,26.042
"4305",23000,66,155,49,"married","female",16,59.22
"4306",69375,62,165,48,"married","female",13,52.257
"4307",0,69,206,50,"divorced","male",14,26.038
"4308",45000,71,190,53,"married","male",12,48.341
"4309",20000,67,180,49,"single","female",13,27.245
"4310",50000,66,230,54,"divorced","male",12,27.16
"4311",56000,66,179,53,"single","female",16,31.604
"4312",60000,71,215,50,"married","male",12,48.572
"4313",32000,67,212,55,"divorced","female",13,44.325
"4314",15000,72,200,54,"single","female",12,11.984
"4315",0,74,198,53,"married","male",15,35.672
"4316",1500,70,220,51,"single","female",11,15.076
"4317",70000,64,150,55,"divorced","female",15,69.057
"4318",0,69,165,52,"divorced","male",14,18.077
"4319",30000,68,135,48,"single","male",13,47.78
"4320",50000,67,220,52,"married","male",12,18.54
"4321",101000,59,233,51,"married","female",16,47.722
"4322",2400,63,136,50,"single","female",14,27.94
"4323",0,69,172,51,"married","male",19,NA
"4324",4800,66,221,54,"divorced","female",12,15.358
"4325",2700,68,209,50,"divorced","male",14,21.605
"4326",27000,68,200,53,"married","male",12,4.687
"4327",22000,73,210,55,"married","male",12,15.894
"4328",35000,67,165,54,"divorced","male",14,9.366
"4329",0,62,180,54,"divorced","female",12,NA
"4330",20000,65,NA,52,"single","female",12,NA
"4331",45000,65,200,49,"divorced","female",12,NA
"4332",1700,66,170,54,"married","female",14,33.367
"4333",62000,70,190,49,"married","male",18,17.473
"4334",18000,63,180,55,"single","female",12,10.154
"4335",45000,61,159,50,"married","female",15,11.649
"4336",50000,60,130,54,"married","female",14,39.388
"4337",55000,67,154,50,"married","male",16,17.78
"4338",1000,65,152,49,"married","female",12,8.819
"4339",15000,69,225,48,"single","female",18,50.004
"4340",23500,66,190,51,"widowed","female",12,19.315
"4341",800,74,214,49,"divorced","male",12,7.251
"4342",45000,73,205,51,"married","male",12,1.494
"4343",54000,65,155,49,"married","female",12,20.387
"4344",400,73,200,55,"single","male",14,4.869
"4345",25000,62,200,52,"divorced","female",16,40.845
"4346",20000,73,185,54,"divorced","male",9,2.921
"4347",19760,69,145,52,"widowed","male",8,1.504
"4348",0,67,135,55,"single","female",12,4.981
"4349",0,63,120,51,"widowed","female",12,2.17
"4350",0,65,200,53,"widowed","female",17,39.86
"4351",0,67,223,52,"married","female",10,4.794
"4352",14000,60,177,54,"divorced","female",12,33.979
"4353",66000,73,232,55,"married","male",15,19.095
"4354",42000,68,145,54,"single","female",16,61.835
"4355",65000,67,315,50,"widowed","female",16,44.441
"4356",27000,68,195,54,"single","female",12,14.85
"4357",29000,66,190,49,"married","female",14,14.221
"4358",0,69,200,48,"married","male",16,9.734
"4359",23000,70,190,54,"single","male",19,2.066
"4360",30000,59,228,51,"married","female",12,46.28
"4361",900,65,120,49,"widowed","female",13,43.012
"4362",30000,64,185,48,"married","male",16,18.408
"4363",0,70,170,51,"single","male",16,44.281
"4364",0,67,160,51,"married","male",12,14.054
"4365",82000,71,220,52,"married","male",12,14.213
"4366",0,67,170,51,"divorced","male",14,33.278
"4367",0,72,165,50,"divorced","male",12,22.704
"4368",11000,65,189,49,"separated","female",20,52.67
"4369",400,68,200,47,"single","female",12,16.633
"4370",0,68,204,53,"divorced","female",9,0.239
"4371",200,63,172,55,"single","female",9,5.11
"4372",155000,70,250,54,"married","male",20,80.076
"4373",41000,65,250,52,"single","female",18,27.464
"4374",0,61,180,54,"separated","female",8,1.307
"4375",30000,65,180,50,"married","female",13,32.4
"4376",48000,70,165,54,"married","male",14,37.762
"4377",0,67,149,53,"divorced","female",12,1.144
"4378",8000,60,184,50,"married","female",12,NA
"4379",0,59,125,52,"single","female",12,16.11
"4380",65000,66,193,49,"married","female",16,13.882
"4381",65000,68,220,50,"married","female",18,33.544
"4382",75000,63,200,51,"married","female",16,74.87
"4383",11000,71,155,49,"single","male",11,12.993
"4384",0,63,130,55,"single","female",11,1.447
"4385",32000,64,215,49,"married","female",16,22.716
"4386",0,61,110,48,"married","female",12,26.491
"4387",62500,71,230,51,"married","male",12,39.205
"4388",80000,63,160,50,"married","female",20,13.509
"4389",0,66,205,51,"single","female",12,10.274
"4390",80000,62,130,55,"divorced","female",14,12.288
"4391",0,67,200,49,"separated","male",10,5.514
"4392",63000,69,285,51,"single","female",14,1.589
"4393",0,63,NA,51,"single","female",13,15.662
"4394",22500,66,209,48,"divorced","female",16,6.649
"4395",0,65,135,49,"married","female",12,16.123
"4396",0,62,200,53,"separated","female",10,8.261
"4397",7000,69,260,50,"single","male",12,7.622
"4398",31600,62,137,53,"married","female",14,47.966
"4399",0,68,186,52,"separated","male",14,59.322
"4400",19000,66,210,49,"single","female",12,9.521
"4401",62000,72,167,53,"married","male",13,28.779
"4402",1300,65,180,51,"divorced","male",12,5.66
"4403",18000,65,170,52,"married","female",12,2.867
"4404",0,72,204,50,"divorced","male",12,3.402
"4405",0,63,263,54,"married","female",14,40.495
"4406",0,63,195,51,"single","female",14,74.074
"4407",0,60,208,49,"divorced","female",12,9.856
"4408",67000,64,152,52,"married","female",12,23.197
"4409",13000,63,150,50,"divorced","female",9,3.795
"4410",0,67,190,54,"divorced","male",12,7.136
"4411",58000,71,186,52,"single","male",12,16.622
"4412",70000,65,306,52,"single","female",14,12.859
"4413",39400,65,145,52,"married","female",18,39.073
"4414",300,68,205,48,"married","male",15,48.541
"4415",100000,62,162,50,"married","female",18,48.286
"4416",0,71,253,52,"single","male",12,11.731
"4417",21000,64,140,50,"divorced","female",12,4.472
"4418",38900,66,170,54,"divorced","female",12,20.073
"4419",23880,66,185,52,"married","female",16,32.383
"4420",22000,66,NA,51,"divorced","female",14,14.83
"4421",26000,61,214,51,"married","female",12,5.779
"4422",0,65,189,55,"separated","female",12,8.237
"4423",59000,63,234,52,"married","female",12,18.617
"4424",42000,66,140,50,"married","male",14,15.443
"4425",12000,67,180,51,"married","female",12,12.346
"4426",0,68,321,50,"married","female",12,26.213
"4427",0,64,188,51,"widowed","female",12,13.09
"4428",17000,67,250,55,"separated","female",12,3.585
"4429",40000,71,205,50,"separated","male",12,17.402
"4430",34000,73,205,48,"married","male",15,14.155
"4431",21000,69,210,49,"single","male",12,9.451
"4432",39000,62,150,52,"married","female",14,26.283
"4433",2000,63,187,48,"separated","female",11,2.128
"4434",2500,65,136,53,"single","female",15,36.7
"4435",27000,63,162,49,"married","female",12,8.991
"4436",0,67,184,48,"single","male",8,15.974
"4437",23000,71,250,54,"married","male",12,2.066
"4438",0,66,198,52,"married","female",12,9.411
"4439",48000,64,165,50,"divorced","female",14,11.206
"4440",22000,65,158,50,"divorced","female",12,8.763
"4441",0,62,145,48,"divorced","female",9,5.127
"4442",0,72,179,53,"single","female",10,0.087
"4443",60000,64,150,50,"married","female",14,23.845
"4444",28000,61,260,51,"single","female",12,21.502
"4445",27000,61,290,50,"separated","female",12,5.145
"4446",0,65,148,52,"single","female",12,12.929
"4447",49000,70,155,51,"married","female",14,39.848
"4448",0,67,NA,49,"single","female",15,9.237
"4449",0,66,165,52,"separated","female",9,4.224
"4450",10000,67,167,54,"single","female",11,17.15
"4451",0,66,261,54,"separated","female",10,5.61
"4452",35000,64,220,49,"single","female",12,25.009
"4453",22000,72,305,55,"single","male",12,6.388
"4454",0,66,160,54,"married","female",12,1.305
"4455",24000,70,210,56,"married","male",12,6.622
"4456",0,62,243,52,"single","female",11,1.912
"4457",100000,72,210,52,"divorced","male",12,17.898
"4458",0,63,120,49,"divorced","female",11,20.323
"4459",0,68,197,50,"single","female",10,1.656
"4460",0,68,168,55,"divorced","male",8,0.193
"4461",28000,62,160,49,"married","female",12,7.674
"4462",0,59,150,50,"married","female",12,6.913
"4463",19000,59,165,54,"widowed","female",10,2.814
"4464",9000,60,135,51,"single","female",9,1.195
"4465",28000,74,230,50,"married","male",12,30.506
"4466",46000,67,172,53,"divorced","female",13,3.196
"4467",0,65,185,48,"married","female",12,20.448
"4468",22000,70,220,51,"separated","male",13,14.627
"4469",13000,62,173,49,"divorced","female",12,5.406
"4470",0,62,145,52,"single","female",12,2.145
"4471",0,66,292,50,"single","female",10,1.016
"4472",34000,72,242,49,"married","male",16,76.181
"4473",13000,66,180,51,"married","female",14,24.364
"4474",0,64,172,55,"single","female",12,18.757
"4475",2000,60,160,53,"divorced","female",12,11.322
"4476",0,70,185,49,"single","male",10,4.251
"4477",0,64,289,51,"single","female",12,2.658
"4478",13200,69,203,52,"widowed","female",12,19.216
"4479",11000,70,170,48,"single","male",12,1.254
"4480",13000,66,170,52,"single","male",13,16.662
"4481",0,68,220,55,"married","female",12,2.855
"4482",0,64,180,55,"married","female",12,2.313
"4483",15000,64,264,51,"single","female",12,14.174
"4484",12000,64,207,49,"separated","female",12,6.613
"4485",0,65,197,49,"married","female",12,16.596
"4486",0,68,200,54,"divorced","male",10,21.071
"4487",13000,66,135,55,"single","male",10,4.569
"4488",5000,72,146,49,"single","male",11,0.296
